csp,pv,out
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,11.449,9.2947
0.4124,365.49,354.8
1.6934,520.49,504.68
1.7556,498.23,483.25
1.5391,463.29,449.56
1.4319,444.45,431.36
1.4448,459.15,445.57
1.5238,479.09,464.82
1.4469,472.42,458.39
0.5208,262.87,254.87
0,9.2999,7.1903
0.0091,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,10.737,8.5928
0.3166,335.59,325.76
1.5559,508.2,492.84
1.704,491.23,476.5
1.5217,464.13,450.37
1.4122,445.77,432.64
1.4417,463.5,449.78
1.5866,488.61,474.02
1.5663,490.49,475.83
0.5439,270.89,262.7
0,9.6924,7.5765
0,0,-0.8327
0.0088,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,22.16,19.851
0,56.966,54.253
0,146.51,142.46
0,235.6,228.22
0,243.65,236.09
0,274.04,265.77
0.3368,441.49,428.5
0.9332,432.18,419.48
0.4449,304.07,295.07
0,11.285,9.1369
0.0097,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,25.048,22.702
0.1751,314.56,305.29
1.3442,495.83,480.93
1.5533,488.07,473.46
1.4427,469.06,455.13
1.3888,450.54,437.26
1.4378,468.89,454.97
1.5609,489.19,474.54
1.5407,493.1,478.3
0.5498,277.16,268.81
0,11.687,9.5412
0,0,-0.8327
0.0086,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,28.367,25.978
0.4269,372.59,361.7
1.7724,530.52,514.33
1.8449,509.94,494.52
1.6328,480.56,466.22
1.5362,461.43,447.77
1.5963,479.95,465.62
1.754,506.67,491.38
1.8131,518.89,503.14
0.8034,325.16,315.62
0,15.972,13.773
0,0,-0.8327
0.0085,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,35.504,33.033
0,32.124,29.69
0,44.41,41.841
0,186.66,180.32
0,369.16,358.37
0.5428,424.66,412.2
0.8999,437.71,424.83
0.0889,79.401,76.382
0,30.47,28.054
0.0094,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,13.396,11.198
0.3386,383.89,372.66
1.6962,555.17,538.05
1.8297,533.11,516.82
1.6221,501.92,486.8
1.5031,483.16,468.72
1.4593,496.03,481.13
1.3689,526.71,510.67
0.6541,339.33,329.39
0,140.24,136.28
0.0106,11.244,9.0852
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,14.09,11.883
0.4165,384.59,373.34
1.7408,548.95,532.06
1.8363,523.82,507.89
1.6384,495.95,481.04
1.528,475.82,461.65
1.6052,498.64,483.64
1.7717,526.16,510.13
1.8318,538.1,521.63
0.8301,349.56,339.33
0,19.163,16.892
0,0,-0.8327
0.008,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,12.001,9.8258
0.3316,365.35,354.67
1.6464,535.66,519.28
1.7548,530.3,514.13
1.4104,466.86,453
1.4469,485.49,470.97
1.5175,496.8,481.86
1.6337,520.21,504.41
1.5293,502.01,486.89
0.6644,331.22,321.51
0,20.517,18.238
0,0,-0.8327
0.0083,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,15.265,13.043
0.4107,381.32,370.17
1.6698,535.9,519.52
1.4445,501.75,486.64
0.636,380.51,369.39
0.2721,317.48,308.14
1.2368,484.35,469.87
1.741,516.14,500.49
1.8124,526.64,510.6
0.8236,345.23,335.13
0,22.061,19.76
0,0,-0.8327
0.0081,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,30.336,27.922
0.3343,365.54,354.86
1.5706,526.39,510.36
0.9955,395.96,384.37
0.2157,295.86,287.06
0.1005,382.17,370.99
0.0128,255.37,247.54
0,118.58,114.97
0,82.771,79.703
0,52.626,49.963
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,13.468,11.269
0,267,258.9
0,143.3,139.3
0,200.66,194.06
0.1368,394.43,382.89
1.114,489.47,474.8
1.0876,439.86,426.92
1.084,423.13,410.72
1.0997,427.57,415.02
0.1521,168.92,164.51
0,17.382,15.147
0.0091,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,14.363,12.153
0.3342,380.77,369.64
1.6994,538.34,521.86
1.8565,524.3,508.35
1.5224,494.2,479.37
1.2256,459.33,445.75
1.1863,450.28,437.01
1.4175,531.01,514.8
1.3482,455.24,441.8
0.6008,317.14,307.81
0,21.263,18.973
0,0,-0.8327
0.0091,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,12.828,10.642
0.0582,234.87,227.51
1.482,536.3,519.9
1.6408,513.66,498.1
0.7476,383.83,372.6
1.0055,478.45,464.18
0.8312,394.7,383.15
0.6721,372.53,361.63
0.0414,202.58,195.93
0.0117,59.343,56.602
0,11.021,8.8716
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,17.318,15.07
0,241.51,234
1.1015,524.41,508.45
1.5258,495.62,480.73
1.1483,430.91,418.26
1.0267,418.03,405.77
1.5791,516.48,500.82
1.8819,532.37,516.11
2.0247,544.05,527.35
1.1026,403.28,391.48
0,38.945,36.436
0,0,-0.8327
0.0086,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,41.082,38.55
0.5282,413.74,401.61
1.9062,553.81,536.74
1.9873,537.67,521.22
1.7812,509.48,494.08
1.6759,493.73,478.91
1.727,508.82,493.45
1.8996,534.51,518.18
2.0421,549.31,532.41
1.1328,417.42,405.18
0,42.574,40.026
0,0,-0.8327
0.0084,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,21.454,19.154
0.5459,421.28,408.92
1.9568,559.98,542.67
2.0317,542.29,525.66
1.8298,515.3,499.69
1.7154,497.44,482.48
1.7617,512.12,496.62
1.9473,537.46,521.01
2.0946,552.68,535.65
1.1819,419.06,406.77
0,44.638,42.066
0,0,-0.8327
0.0077,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,23.224,20.902
0.5582,431.68,419
1.9683,559.62,542.32
2.0026,543.01,526.35
1.484,525.13,509.15
0.6194,382.23,371.05
0,336.56,326.7
0.0118,218.22,211.23
0,164.46,160.12
0,73.83,70.891
0,10.028,7.9007
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,47.508,44.903
0.4534,429.74,417.12
1.9385,554.21,537.12
2.0096,535.58,519.2
1.8186,510.62,495.18
1.7156,494.31,479.47
1.7569,507.54,492.21
1.9159,530.45,514.29
2.0263,541.74,525.16
1.1601,442.09,429.07
0,37.936,35.441
0,0,-0.8327
0.008,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,12.005,9.8244
0,242.26,234.74
0.7913,472.7,458.64
1.0759,436.05,423.23
1.4295,504.44,489.23
1.2129,485.63,471.1
0.5089,370.77,359.93
0,275.92,267.61
0,213.92,207.02
0.0097,166.5,162.13
0,51.477,48.827
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,9.5331,7.3857
0,253.98,246.18
0,131.56,127.74
0,134.08,130.22
0.5747,424.89,412.42
1.4712,500.09,485.04
1.4829,566.2,548.65
0.8381,364.8,354.14
1.1095,399.35,387.66
0.8646,407.52,395.58
0,46.687,44.092
0,0,-0.8327
0.0085,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,36.136,33.658
0.3217,380.03,368.92
1.5987,532.05,515.8
1.7698,523.93,507.99
1.6822,508.89,493.51
1.6132,491.49,476.75
1.6469,505.59,490.33
1.7017,517.59,501.89
1.7657,517.07,501.39
1.031,405.24,393.37
0,51.609,48.958
0,0,-0.8327
0.0092,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,24.506,22.167
0.4063,407.72,395.78
1.253,486.29,471.74
0.2654,262.53,254.54
0.5623,452.68,439.33
1.5044,507.43,492.1
1.7009,510.37,494.93
1.7998,522.83,506.93
1.8539,550.6,533.67
0.604,359.12,348.62
0,11.999,9.8525
0,0,-0.8327
0.0089,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,30.336,27.921
0.4288,407.31,395.38
1.7082,534.04,517.72
1.7327,522.14,506.26
1.6701,512.38,496.87
1.5314,492.18,477.42
1.5781,519.44,503.67
1.7315,532.09,515.85
1.95,562.59,545.21
1.2054,455.59,442.14
0.0391,55.335,52.641
0,0,-0.8327
0.0089,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,37.391,34.9
0.3246,443,429.96
0.2441,205.19,198.49
0,91.968,88.763
0,113.55,110.02
0,195.57,189.07
0,236.72,229.32
0.5531,448.47,435.26
0.4789,289.47,280.83
0.3541,324.4,314.88
0,37.795,35.299
0.0109,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,34.357,31.899
0.5566,465.34,451.55
1.9665,585.96,567.63
2.0628,577.59,559.59
1.9082,549.53,532.62
1.8121,532.25,516
1.8497,544.15,527.44
2.0356,565.8,548.27
2.16,579.26,561.2
1.3747,492.31,477.54
0.0881,78.006,75.007
0,0,-0.8327
0.0088,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,30.088,27.677
0,181.38,175.13
0,233.5,226.17
0,337.96,328.06
0.5719,492.9,478.11
0.2287,326.09,316.52
0,274.16,265.88
0.4261,401.19,389.45
1.1055,461.1,447.45
0.681,385,373.74
0,15.92,13.709
0,0,-0.8327
0.0096,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,30.115,27.704
0,350.4,340.15
0.595,365.81,355.12
1.5355,528,511.91
1.8565,556.83,539.64
1.8097,537.25,520.81
1.8011,546.51,529.72
1.7625,545.19,528.45
1.843,562.27,544.89
0.9762,449.59,436.34
0,48.418,45.804
0,0,-0.8327
0.0084,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,44.956,42.381
0.6897,508.3,492.94
1.8416,582.05,563.88
0.5101,253.05,245.28
0.4594,374.91,363.95
1.1328,493.27,478.46
1.668,529.94,513.78
2.026,561.89,544.5
2.2218,579.69,561.61
1.4734,513.74,498.18
0.1379,94.054,90.818
0,0,-0.8327
0.0094,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,79.776,76.751
0.8386,506.12,490.85
2.2568,594.06,575.41
2.257,580.11,562.01
2.075,555.56,538.42
1.963,539.51,522.98
1.9807,552.89,535.85
1.9857,559.26,541.98
2.2137,581.15,563.02
1.4705,516.15,500.5
0.0997,93.858,90.625
0,0,-0.8327
0.0078,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,47.084,44.485
0.3186,397.66,386.02
1.4731,532.91,516.63
1.6007,535.84,519.45
1.6292,530.53,514.34
1.6312,513.67,498.12
1.7234,542.92,526.29
1.4576,498.98,483.97
1.4698,480.08,465.75
1.1703,483.01,468.58
0.0818,85.491,82.383
0,0,-0.8327
0.0097,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,40.945,38.414
0.5294,440.24,427.29
1.8442,548.17,531.31
1.9028,543.16,526.52
1.7572,528.39,512.31
1.6396,508.11,492.8
1.6535,518.05,502.38
1.7198,534.1,517.85
1.698,512.9,497.45
1.1839,470.52,456.57
0.043,84.293,81.202
0,0,-0.8327
0.0086,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,13.436,11.267
0.0025,92.311,89.101
1.7021,563.67,546.22
2.1678,558.57,541.34
2.0444,538.06,521.62
1.9399,525.62,509.65
1.8809,532.98,516.75
1.9322,537.8,521.4
2.1893,576.47,558.61
1.3995,503.47,488.33
0.044,58.594,55.863
0,0,-0.8327
0.0076,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,19.007,16.773
0,28.993,26.615
0,49.436,46.81
0,139.82,135.87
0,195.06,188.57
0,236.01,228.62
0,222.16,215.08
0,263.37,255.35
0,298.48,289.62
0,96.211,92.943
0,50.91,48.282
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,6.0496,3.9686
0,54.554,51.869
0,140.83,136.87
0.0772,347.38,337.21
1.1457,543.23,526.64
1.516,526.81,510.85
1.4867,544.36,527.76
1.2573,480.41,466.16
1.0604,424.85,412.42
0.4071,312.55,303.33
0,60.745,58.009
0.0106,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,39.281,36.769
0.0565,317.88,308.54
1.0834,473.96,459.86
1.4523,517.77,502.06
1.5071,531.18,514.98
1.4547,524.23,508.31
1.3121,518.25,502.56
1.268,499.92,484.91
1.0602,413.53,401.41
0.453,337.38,327.5
0,84.69,81.594
0.011,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,21.109,18.813
0,278.48,270.1
0,338.12,328.22
0,337.14,327.26
0.4308,453.92,440.52
0.8429,487.54,472.94
0.8229,479.22,464.92
0.8243,446.57,433.41
0.8729,430.94,418.28
0.2602,307.97,298.88
0,73.549,70.615
0.0107,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,34.773,32.31
0,263.47,255.46
0,252.38,244.63
0,398.01,386.36
0,370.46,359.63
0,364.11,353.47
0,275.43,267.13
0,299.72,290.83
0,191.79,185.37
0,74.915,71.961
0,21.057,18.765
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,116.52,112.94
0.925,560.12,542.8
2.4152,617.43,597.85
2.4107,608.5,589.27
2.2504,588.9,570.46
2.1742,576.25,558.31
2.241,590.89,572.37
2.4018,613.71,594.27
2.5566,625.12,605.22
1.936,594.12,575.47
0.3597,156.06,151.86
0,0,-0.8327
0.0095,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,91.338,88.143
1.2535,595.14,576.45
2.5466,629.15,609.08
2.5071,614.33,594.87
2.3543,593.17,574.55
2.2639,579.24,561.18
2.3016,589.1,570.66
2.4494,610.68,591.39
2.5975,623.72,603.92
1.9851,592.13,573.58
0.3838,165.11,160.76
0,0,-0.8327
0.0087,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,130.25,126.45
1.0751,575.94,558.01
2.4204,626.95,606.98
2.4003,609.45,590.19
2.2366,588.23,569.81
2.142,570.59,552.86
2.1581,578.95,560.9
2.257,591.69,573.15
2.3441,605.43,586.34
1.7226,557.89,540.66
0.2326,143.1,139.1
0,0,-0.8327
0.0082,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,57.422,54.704
0.0015,312.95,303.72
1.0267,482.95,468.52
1.5361,543.18,526.51
1.668,568.25,550.62
1.1214,491.02,476.3
0.8227,485.18,470.67
0.6233,411.69,399.62
0.2138,322.33,312.87
0.0359,278.28,269.91
0.015,37.582,35.088
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,22.501,20.188
0,63.659,60.865
0,166.88,162.5
0,212.55,205.68
0.4988,485.14,470.64
1.6295,556.02,538.92
1.7824,568.64,551.09
1.484,546.8,530.1
0.475,343.1,333.06
0,165.75,161.39
0,42.682,40.159
0.0085,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,62.32,59.545
0.5813,494.3,479.46
0.8243,329.96,320.29
0.9409,434.23,421.47
1.0247,538.94,522.53
0.2964,408.63,396.69
0,379.35,368.28
0,355.54,345.16
0,237.7,230.28
0.0015,109.53,106.06
0,38.912,36.403
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
