csp,pv,out
0,472.7,458.64
0,436.05,423.23
1.3235,504.44,489.23
1.48475,485.63,471.1
0.737,370.77,359.93
0.28025,275.92,267.61
0.0025,213.92,207.02
0,166.5,162.13
0,51.477,48.827
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,9.5331,7.3857
0,253.98,246.18
0,131.56,127.74
0,134.08,130.22
0.416,424.89,412.42
1.96575,500.09,485.04
2.13975,566.2,548.65
0.7415,364.8,354.14
0.3105,399.35,387.66
0.209,407.52,395.58
0.22125,46.687,44.092
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,36.136,33.658
0.2795,380.03,368.92
1.3825,532.05,515.8
1.49275,523.93,507.99
1.69525,508.89,493.51
1.9735,491.49,476.75
2.28375,505.59,490.33
2.118,517.59,501.89
0.5855,517.07,501.39
0.2005,405.24,393.37
0.266,51.609,48.958
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,24.506,22.167
0.9595,407.72,395.78
1.1765,486.29,471.74
0.09225,262.53,254.54
0.0465,452.68,439.33
2.02325,507.43,492.1
2.35225,510.37,494.93
2.239,522.83,506.93
0.67,550.6,533.67
0,359.12,348.62
0,11.999,9.8525
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,30.336,27.921
0.74675,407.31,395.38
1.4555,534.04,517.72
1.4275,522.14,506.26
1.69825,512.38,496.87
1.8125,492.18,477.42
2.13875,519.44,503.67
2.15625,532.09,515.85
0.66725,562.59,545.21
0.74475,455.59,442.14
0.41,55.335,52.641
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,37.391,34.9
0.995,443,429.96
0.132,205.19,198.49
0,91.968,88.763
0,113.55,110.02
0,195.57,189.07
0,236.72,229.32
0.89575,448.47,435.26
0.21,289.47,280.83
0,324.4,314.88
0,37.795,35.299
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,34.357,31.899
1.3025,465.34,451.55
1.6495,585.96,567.63
1.737,577.59,559.59
1.91475,549.53,532.62
2.1845,532.25,516
2.502,544.15,527.44
2.53975,565.8,548.27
0.80525,579.26,561.2
0.8145,492.31,477.54
0.6585,78.006,75.007
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,30.088,27.677
0,181.38,175.13
0,233.5,226.17
0,337.96,328.06
0,492.9,478.11
0,326.09,316.52
0,274.16,265.88
0,401.19,389.45
0,461.1,447.45
0,385,373.74
0,15.92,13.709
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,30.115,27.704
0,350.4,340.15
0,365.81,355.12
1.14675,528,511.91
1.903,556.83,539.64
2.1565,537.25,520.81
2.41975,546.51,529.72
2.16875,545.19,528.45
0.75,562.27,544.89
0.43075,449.59,436.34
0.02025,48.418,45.804
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,44.956,42.381
1.3115,508.3,492.94
1.685,582.05,563.88
0.15975,253.05,245.28
0,374.91,363.95
1.2905,493.27,478.46
2.28975,529.94,513.78
2.564,561.89,544.5
0.89675,579.69,561.61
0.75625,513.74,498.18
0.7345,94.054,90.818
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,79.776,76.751
1.445,506.12,490.85
1.874,594.06,575.41
1.92425,580.11,562.01
2.0515,555.56,538.42
2.31525,539.51,522.98
2.615,552.89,535.85
2.432,559.26,541.98
0.917,581.15,563.02
0.705,516.15,500.5
0.68025,93.858,90.625
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,47.084,44.485
0.09225,397.66,386.02
1.282,532.91,516.63
1.35775,535.84,519.45
1.63875,530.53,514.34
1.91975,513.67,498.12
2.346,542.92,526.29
1.724,498.98,483.97
0.60475,480.08,465.75
0.5455,483.01,468.58
0.66125,85.491,82.383
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,40.945,38.414
0.90875,440.24,427.29
1.55175,548.17,531.31
1.62275,543.16,526.52
1.7465,528.39,512.31
1.9205,508.11,492.8
2.17275,518.05,502.38
2.18875,534.1,517.85
0.737,512.9,497.45
0.03675,470.52,456.57
0.50625,84.293,81.202
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,13.436,11.267
0,92.311,89.101
1.48525,563.67,546.22
1.8585,558.57,541.34
2.014,538.06,521.62
2.28125,525.62,509.65
2.452,532.98,516.75
2.38825,537.8,521.4
0.985,576.47,558.61
0.50425,503.47,488.33
0.3705,58.594,55.863
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,19.007,16.773
0,28.993,26.615
0,49.436,46.81
0,139.82,135.87
0,195.06,188.57
0,236.01,228.62
0,222.16,215.08
0,263.37,255.35
0,298.48,289.62
0,96.211,92.943
0,50.91,48.282
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,6.0496,3.9686
0,54.554,51.869
0,140.83,136.87
0,347.38,337.21
1.21875,543.23,526.64
1.7875,526.81,510.85
1.9415,544.36,527.76
1.52375,480.41,466.16
0.53625,424.85,412.42
0.0005,312.55,303.33
0,60.745,58.009
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,39.281,36.769
0,317.88,308.54
0.33,473.96,459.86
1.25725,517.77,502.06
1.517,531.18,514.98
1.7125,524.23,508.31
1.655,518.25,502.56
1.63,499.92,484.91
0.54125,413.53,401.41
0.0005,337.38,327.5
0,84.69,81.594
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,21.109,18.813
0,278.48,270.1
0,338.12,328.22
0,337.14,327.26
0,453.92,440.52
0.3095,487.54,472.94
1.0285,479.22,464.92
1.031,446.57,433.41
0.48075,430.94,418.28
0,307.97,298.88
0,73.549,70.615
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,34.773,32.31
0,263.47,255.46
0,252.38,244.63
0,398.01,386.36
0,370.46,359.63
0,364.11,353.47
0,275.43,267.13
0,299.72,290.83
0,191.79,185.37
0,74.915,71.961
0,21.057,18.765
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0.20525,116.52,112.94
1.52025,560.12,542.8
2.03025,617.43,597.85
2.0925,608.5,589.27
2.24425,588.9,570.46
2.5025,576.25,558.31
2.85075,590.89,572.37
3.04725,613.71,594.27
1.30275,625.12,605.22
0.656,594.12,575.47
1.36425,156.06,151.86
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0.706,91.338,88.143
1.81925,595.14,576.45
2.13975,629.15,609.08
2.2055,614.33,594.87
2.373,593.17,574.55
2.63525,579.24,561.18
2.94225,589.1,570.66
3.125,610.68,591.39
1.3585,623.72,603.92
0.6535,592.13,573.58
1.45175,165.11,160.76
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0.394,130.25,126.45
1.63225,575.94,558.01
2.049,626.95,606.98
2.10225,609.45,590.19
2.243,588.23,569.81
2.459,570.59,552.86
2.7175,578.95,560.9
2.84675,591.69,573.15
1.24975,605.43,586.34
0.4955,557.89,540.66
0.95625,143.1,139.1
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,57.422,54.704
0,312.95,303.72
0.0865,482.95,468.52
1.3365,543.18,526.51
1.77225,568.25,550.62
1.15375,491.02,476.3
1.00275,485.18,470.67
0.75425,411.69,399.62
0.281,322.33,312.87
0,278.28,269.91
0,37.582,35.088
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,22.501,20.188
0,63.659,60.865
0,166.88,162.5
0,212.55,205.68
0.268,485.14,470.64
2.082,556.02,538.92
2.283,568.64,551.09
1.9185,546.8,530.1
0.35625,343.1,333.06
0,165.75,161.39
0,42.682,40.159
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,62.32,59.545
0.98775,494.3,479.46
0.51525,329.96,320.29
0.79675,434.23,421.47
1.12475,538.94,522.53
0.28125,408.63,396.69
0,379.35,368.28
0,355.54,345.16
0,237.7,230.28
0,109.53,106.06
0,38.912,36.403
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,78.934,75.922
0.2525,449.93,436.67
1.354,541.93,525.31
1.49175,571.07,553.33
1.598,570.34,552.62
1.78875,559.39,542.1
1.9825,568.82,551.19
2.0135,561.05,543.72
0.9495,540.58,524.03
0.0375,433.97,421.21
0,102.01,98.655
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
